id,0,1,2,3,4,5,6,7,8
Packets Sent,60699,60628,60661,60455,60762,60763,60905,60636,60843
id,sw0,sw1,sw2,sw3,sw4
Packets Received,181988,118798,178627,59059,241439
Packets Dropped,107928,45278,101998,0,160786
Loss Rate,0.59305,0.381134,0.571011,0.0,0.665949
Average Buffer Occupancy,14552.486631,13959.601036,15109.760369,3.206278,15799.613065
id,s0
Average Wait Time,55.930882
Bytes per Second,199996.625613
id,0,1,2,3,4,5,6,7,8
Packets Sent,60699,60628,60661,60455,60762,60763,60905,60636,60843
id,sw0,sw1,sw2,sw3,sw4
Packets Received,181988,118798,178627,59059,241439
Packets Dropped,107928,45278,101998,0,160786
Loss Rate,0.59305,0.381134,0.571011,0.0,0.665949
Average Buffer Occupancy,14552.486631,13959.601036,15109.760369,3.206278,15799.613065
id,s0
Average Wait Time,55.930882
Bytes per Second,199996.625613
id,0,1,2,3,4,5,6,7,8
Packets Sent,60689,60733,60728,60964,60741,60803,60804,60888,61001
id,sw0,sw1,sw2,sw3,sw4
Packets Received,182150,119146,178864,59855,242543
Packets Dropped,108411,45771,102140,0,161368
Loss Rate,0.595174,0.384159,0.571048,0.0,0.665317
Average Buffer Occupancy,13844.438679,13359.6621,14205.160714,2.753846,15376.544643
id,s0
Average Wait Time,46.431704
Bytes per Second,199994.400878
