Id,0
Packets Sent,60731
Id,sw0,sw1,sw2,sw3,sw4,sw5,sw6,sw7,sw8
Packets Received,60731,49886,49883,49880,49877,49874,49872,49869,49866
Packets Dropped,0,0,0,0,0,0,0,0,0
Loss Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Average Buffer Occupancy,5493.21164,2.589474,2.651163,2.606796,2.619266,2.623116,2.613402,2.688995,2.673267
Id,s0
Average Wait Time,18.00451
Bytes per Second,199894.430554
Id,0
Packets Sent,60731
Id,sw0,sw1,sw2,sw3,sw4,sw5,sw6,sw7,sw8
Packets Received,60731,49886,49883,49880,49877,49874,49872,49869,49866
Packets Dropped,0,0,0,0,0,0,0,0,0
Loss Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Average Buffer Occupancy,5493.21164,2.589474,2.651163,2.606796,2.619266,2.623116,2.613402,2.688995,2.673267
Id,s0
Average Wait Time,18.00451
Bytes per Second,199894.430554
Id,0
Packets Sent,60686
Id,sw0,sw1,sw2,sw3,sw4,sw5,sw6,sw7,sw8
Packets Received,60686,49944,49941,49938,49935,49931,49929,49927,49925
Packets Dropped,0,0,0,0,0,0,0,0,0
Loss Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Average Buffer Occupancy,5400.768844,2.490099,2.446809,2.463054,2.478448,2.406091,2.431925,2.434066,2.452736
Id,s0
Average Wait Time,15.004313
Bytes per Second,199910.394964
