id,0,1,2,3,4,5,6,7,8
Packets Sent,60439,60059,60048,59942,59695,59781,59858,59883,60088
id,sw0,sw1,sw2,sw3,sw4
Packets Received,180546,194470,257891,157462,337277
Packets Dropped,6578,15285,50252,0,93985
Loss Rate,0.036434,0.078598,0.194858,0.0,0.278658
Average Buffer Occupancy,21505.022857,27699.113402,37809.324873,12.020619,44792.572816
id,s0
Average Wait Time,61.802082
Bytes per Second,199998.615224
id,0,1,2,3,4,5,6,7,8
Packets Sent,60439,60059,60048,59942,59695,59781,59858,59883,60088
id,sw0,sw1,sw2,sw3,sw4
Packets Received,180546,194470,257891,157462,337277
Packets Dropped,6578,15285,50252,0,93985
Loss Rate,0.036434,0.078598,0.194858,0.0,0.278658
Average Buffer Occupancy,21505.022857,27699.113402,37809.324873,12.020619,44792.572816
id,s0
Average Wait Time,61.802082
Bytes per Second,199998.615224
id,0,1,2,3,4,5,6,7,8
Packets Sent,60323,59845,59530,60382,60046,60155,59709,59716,59645
id,sw0,sw1,sw2,sw3,sw4
Packets Received,179698,196331,260489,160756,339804
Packets Dropped,6224,15616,51227,0,94372
Loss Rate,0.034636,0.079539,0.196657,0.0,0.277725
Average Buffer Occupancy,23449.690217,25378.75463,34202.323276,12.754098,42412.279412
id,s0
Average Wait Time,50.223291
Bytes per Second,199995.061937
